# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "reference/GCF_000013465.1_ASM1346v1_genomic.gff" "-o" "counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "-p" "-T" "4" "alignments/C1.sorted.bam" "alignments/C2.sorted.bam" "alignments/C3.sorted.bam" "alignments/E1.sorted.bam" "alignments/E2.sorted.bam" "alignments/E3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C1.sorted.bam	alignments/C2.sorted.bam	alignments/C3.sorted.bam	alignments/E1.sorted.bam	alignments/E2.sorted.bam	alignments/E3.sorted.bam
SAUSA300_RS11630	NC_007793.1	2285970	2287325	-	1356	7151	4192	8424	3602	3419	3361
SAUSA300_RS11635	NC_007793.1	2287352	2288284	-	933	2698	1545	2872	992	1067	938
SAUSA300_RS11640	NC_007793.1	2288286	2289095	-	810	2967	1772	3667	969	944	949
SAUSA300_RS11645	NC_007793.1	2289284	2290192	-	909	648	301	791	5032	4468	4575
SAUSA300_RS15540	NC_007793.1	2291756	2291860	+	105	84	38	63	16	7	2
SAUSA300_RS11655	NC_007793.1	2291851	2291923	-	73	0	0	0	0	0	0
SAUSA300_RS11660	NC_007793.1	2291927	2292001	-	75	409	145	587	18	22	16
SAUSA300_RS11665	NC_007793.1	2292011	2292094	-	84	401	150	604	26	18	26
SAUSA300_RS11670	NC_007793.1	2292124	2292199	-	76	491	200	390	15	16	14
SAUSA300_RS11675	NC_007793.1	2292207	2292278	-	72	16	7	7	0	1	1
SAUSA300_RS11680	NC_007793.1	2292280	2292354	-	75	15	11	3	2	0	0
SAUSA300_RS11685	NC_007793.1	2292365	2292479	-	115	40	62	81	11	1	21
SAUSA300_RS11690	NC_007793.1	2292552	2295474	-	2923	135701	133693	196179	63642	68935	75513
SAUSA300_RS11695	NC_007793.1	2296023	2297574	-	1552	58588	38242	58101	17948	21320	23719
SAUSA300_RS11700	NC_007793.1	2297757	2297942	-	186	80	52	102	6	0	2
SAUSA300_RS11705	NC_007793.1	2298031	2299095	-	1065	4077	2391	5646	9169	8189	9306
SAUSA300_RS11710	NC_007793.1	2299243	2300685	-	1443	2141	1119	2778	2136	1788	2293
SAUSA300_RS11715	NC_007793.1	2301007	2301480	-	474	1912	1113	2097	1812	1201	1617
SAUSA300_RS11720	NC_007793.1	2301579	2302922	-	1344	3513	1803	4181	1198	1139	1124
SAUSA300_RS11725	NC_007793.1	2303099	2303782	-	684	6766	3674	9666	2580	2310	2759
SAUSA300_RS11730	NC_007793.1	2303801	2304988	-	1188	15694	8666	22626	5540	4541	5689
SAUSA300_RS11735	NC_007793.1	2305032	2305547	-	516	5070	2954	7994	1575	1267	1887
SAUSA300_RS11740	NC_007793.1	2305724	2305984	+	261	1441	1270	6064	1413	1037	1257
SAUSA300_RS11745	NC_007793.1	2306116	2307486	-	1371	12708	6823	17464	1478	1268	1386
SAUSA300_RS11750	NC_007793.1	2307722	2308690	-	969	915	539	1223	1629	1500	1479
SAUSA300_RS11755	NC_007793.1	2308687	2309718	-	1032	713	385	742	1203	962	963
SAUSA300_RS11760	NC_007793.1	2309730	2310713	-	984	1553	956	1696	3807	3675	3207
SAUSA300_RS11765	NC_007793.1	2310879	2311004	+	126	13	11	21	14	10	14
SAUSA300_RS11770	NC_007793.1	2311105	2312175	-	1071	647	341	761	2873	2366	2398
SAUSA300_RS11775	NC_007793.1	2312182	2313939	-	1758	846	446	1043	5419	4001	4343
SAUSA300_RS11780	NC_007793.1	2313926	2315119	-	1194	259	129	279	2444	1668	1859
SAUSA300_RS11785	NC_007793.1	2315221	2317197	+	1977	1341	771	1564	1800	1382	1273
SAUSA300_RS11805	NC_007793.1	2319313	2319822	-	510	12297	7812	14587	89655	110678	80072
SAUSA300_RS11810	NC_007793.1	2319885	2320124	-	240	2389	1480	2609	16893	20923	15105
SAUSA300_RS11815	NC_007793.1	2320137	2320673	-	537	4588	3053	7690	31694	39234	28545
SAUSA300_RS11820	NC_007793.1	2320848	2322410	-	1563	1293	707	1401	2336	1888	2017
SAUSA300_RS11825	NC_007793.1	2322717	2323718	-	1002	732	394	919	3156	3239	2994
SAUSA300_RS11830	NC_007793.1	2323952	2324953	-	1002	1765	821	1937	14644	14411	14901
SAUSA300_RS11835	NC_007793.1	2325236	2326105	-	870	839	395	772	3335	2824	3375
SAUSA300_RS11840	NC_007793.1	2326371	2327783	-	1413	280	182	498	228	188	180
SAUSA300_RS11845	NC_007793.1	2327801	2329513	-	1713	150	95	159	123	66	69
SAUSA300_RS11850	NC_007793.1	2329519	2329830	-	312	10	4	6	10	7	7
SAUSA300_RS11855	NC_007793.1	2329852	2330832	-	981	20	15	24	34	16	21
SAUSA300_RS11860	NC_007793.1	2330836	2331768	-	933	23	7	22	48	22	37
SAUSA300_RS15895	NC_007793.1	2331781	2332296	-	516	10	3	20	18	6	18
SAUSA300_RS15900	NC_007793.1	2332312	2332740	-	429	9	6	9	12	8	20
SAUSA300_RS11875	NC_007793.1	2333108	2333863	-	756	683	366	823	391	336	329
SAUSA300_RS11880	NC_007793.1	2334105	2334845	+	741	446	325	869	1434	1564	1244
SAUSA300_RS11885	NC_007793.1	2334882	2335043	+	162	123	69	235	73	32	73
SAUSA300_RS11895	NC_007793.1	2336005	2336130	-	126	96	72	110	38	35	22
SAUSA300_RS11900	NC_007793.1	2336350	2337198	-	849	408	243	711	1256	1016	1455
SAUSA300_RS11905	NC_007793.1	2337268	2337684	-	417	97	58	105	182	130	150
SAUSA300_RS11910	NC_007793.1	2337928	2338095	+	168	13	8	11	4	0	1
SAUSA300_RS11915	NC_007793.1	2338092	2340515	+	2424	392	197	452	171	171	161
SAUSA300_RS11920	NC_007793.1	2340575	2341429	-	855	640	392	617	1078	915	1158
SAUSA300_RS11925	NC_007793.1	2341640	2342455	-	816	327	164	386	989	860	924
SAUSA300_RS11930	NC_007793.1	2342749	2343174	+	426	40	14	38	697	643	491
SAUSA300_RS11935	NC_007793.1	2343538	2344242	-	705	141	96	238	8180	7265	8173
SAUSA300_RS11940	NC_007793.1	2344279	2345943	-	1665	306	197	520	18611	14046	16486
SAUSA300_RS11945	NC_007793.1	2346176	2346415	+	240	2	4	13	32	2	3
SAUSA300_RS11950	NC_007793.1	2346397	2346579	-	183	61	34	156	137	113	180
SAUSA300_RS11955	NC_007793.1	2347133	2348539	-	1407	1677	1143	1901	1650	1437	1591
SAUSA300_RS11960	NC_007793.1	2348668	2349804	-	1137	1291	697	1664	1188	1021	1026
SAUSA300_RS11965	NC_007793.1	2349805	2350548	-	744	1437	816	1978	1153	904	1071
SAUSA300_RS11985	NC_007793.1	2352541	2352933	-	393	42293	23954	75153	7969	6794	7871
SAUSA300_RS11990	NC_007793.1	2352953	2353390	-	438	42345	24909	61440	6716	4992	6038
SAUSA300_RS11995	NC_007793.1	2353630	2354433	-	804	3329	1620	3852	2294	1871	2267
SAUSA300_RS12000	NC_007793.1	2354438	2355244	-	807	2306	1152	2629	1747	1364	1660
SAUSA300_RS12005	NC_007793.1	2355234	2356094	-	861	2509	1237	2893	1947	1482	1934
SAUSA300_RS12010	NC_007793.1	2356091	2356900	-	810	1923	1030	2107	1593	1083	1486
SAUSA300_RS12015	NC_007793.1	2357438	2357806	-	369	24537	14415	38729	9710	10521	10091
SAUSA300_RS12020	NC_007793.1	2357823	2358767	-	945	80993	44792	111585	26256	29086	27315
SAUSA300_RS12025	NC_007793.1	2358842	2359231	-	390	28750	15342	43725	9216	9756	9351
SAUSA300_RS12030	NC_007793.1	2359255	2359620	-	366	31203	18063	44180	9440	9209	9361
SAUSA300_RS12035	NC_007793.1	2359643	2359756	-	114	12121	7639	14653	3107	3185	3288
SAUSA300_RS12040	NC_007793.1	2359788	2360006	-	219	27190	15658	35407	6708	7107	6941
SAUSA300_RS12045	NC_007793.1	2360199	2360846	-	648	67640	36819	90460	14583	16132	16042
SAUSA300_RS12050	NC_007793.1	2360863	2362155	-	1293	114120	63229	158142	25127	25016	25979
SAUSA300_RS12055	NC_007793.1	2362155	2362595	-	441	35376	19103	48540	6537	6868	7203
SAUSA300_RS12060	NC_007793.1	2362612	2362791	-	180	20635	12442	27358	3125	3043	3099
SAUSA300_RS12065	NC_007793.1	2362808	2363308	-	501	50763	27307	74139	6686	6985	7336
SAUSA300_RS12070	NC_007793.1	2363329	2363688	-	360	42759	24017	53481	5214	5147	5475
SAUSA300_RS12075	NC_007793.1	2363719	2364255	-	537	46670	24340	60616	5189	5744	5549
SAUSA300_RS12080	NC_007793.1	2364280	2364678	-	399	41168	22046	49158	4107	4121	4320
SAUSA300_RS12085	NC_007793.1	2364710	2364895	-	186	22822	12817	28695	2129	2189	2268
SAUSA300_RS12090	NC_007793.1	2364918	2365457	-	540	51728	27752	63930	4603	4479	5001
SAUSA300_RS12095	NC_007793.1	2365484	2365801	-	318	34909	19521	40448	2749	2804	3238
SAUSA300_RS12100	NC_007793.1	2365837	2366205	-	369	41662	22032	52679	3507	3486	3710
SAUSA300_RS12105	NC_007793.1	2366237	2366500	-	264	32901	17415	34856	2544	2527	2696
SAUSA300_RS12110	NC_007793.1	2366524	2366733	-	210	18133	9337	20026	1401	1316	1457
SAUSA300_RS12115	NC_007793.1	2366723	2367157	-	435	38712	19738	47917	3140	3099	3013
SAUSA300_RS12120	NC_007793.1	2367160	2367813	-	654	62731	31335	75418	4592	4430	4732
SAUSA300_RS12125	NC_007793.1	2367837	2368190	-	354	30471	16472	36354	2306	2045	2201
SAUSA300_RS12130	NC_007793.1	2368219	2368497	-	279	34475	17872	39708	2386	2204	2273
SAUSA300_RS12135	NC_007793.1	2368564	2369397	-	834	95859	50046	132806	7389	6447	7920
SAUSA300_RS12140	NC_007793.1	2369430	2369705	-	276	22624	11527	27734	1356	1234	1452
SAUSA300_RS12145	NC_007793.1	2369705	2370328	-	624	49083	25474	67392	3101	2416	3116
SAUSA300_RS12150	NC_007793.1	2370355	2371017	-	663	64252	32266	79652	3385	2562	3319
SAUSA300_RS12155	NC_007793.1	2371045	2371353	-	309	41909	22273	51182	1986	1627	2077
SAUSA300_RS12160	NC_007793.1	2371710	2372099	+	390	1063	700	1135	8445	8238	8074
SAUSA300_RS12165	NC_007793.1	2372291	2373625	-	1335	50163	29815	57687	3556	3182	4241
SAUSA300_RS12170	NC_007793.1	2373738	2375873	-	2136	6066	3631	9820	3767	2994	4289
SAUSA300_RS12175	NC_007793.1	2375899	2375994	-	96	99	51	102	45	36	51
SAUSA300_RS12180	NC_007793.1	2376060	2376947	+	888	1194	805	2161	634	334	455
SAUSA300_RS12185	NC_007793.1	2377128	2377991	+	864	4507	2441	5521	3394	2358	3753
SAUSA300_RS12190	NC_007793.1	2378108	2378239	-	132	798	510	1196	743	506	746
SAUSA300_RS12195	NC_007793.1	2378410	2379318	-	909	950	549	1207	726	565	548
SAUSA300_RS12200	NC_007793.1	2379451	2379615	+	165	784	414	1185	237	230	340
SAUSA300_RS12205	NC_007793.1	2379860	2380177	+	318	2294	1511	3041	813	624	719
SAUSA300_RS12210	NC_007793.1	2380364	2383531	-	3168	6492	3578	7317	4513	4134	4788
SAUSA300_RS12215	NC_007793.1	2383648	2384913	-	1266	4454	2459	4490	2502	2040	2384
SAUSA300_RS12220	NC_007793.1	2385302	2385553	+	252	180	116	195	323	286	306
SAUSA300_RS12225	NC_007793.1	2385545	2386309	-	765	499	270	580	451	338	360
SAUSA300_RS12230	NC_007793.1	2386471	2386911	+	441	133	49	154	48	50	49
SAUSA300_RS12235	NC_007793.1	2386904	2388115	+	1212	391	220	494	149	158	154
SAUSA300_RS12240	NC_007793.1	2388217	2388567	-	351	1586	1014	2113	852	862	1108
SAUSA300_RS12245	NC_007793.1	2388693	2388863	+	171	246	146	267	283	236	296
SAUSA300_RS12260	NC_007793.1	2389258	2390280	-	1023	4256	2250	4644	8457	8352	9403
SAUSA300_RS12265	NC_007793.1	2390300	2390899	-	600	1595	775	1748	3034	3133	3240
SAUSA300_RS12270	NC_007793.1	2390906	2391139	-	234	582	297	631	1208	1185	1148
SAUSA300_RS12275	NC_007793.1	2391145	2391591	-	447	1230	666	1087	2185	2030	2152
SAUSA300_RS12280	NC_007793.1	2391605	2392090	-	486	1274	648	1072	2151	2112	2006
SAUSA300_RS12285	NC_007793.1	2392087	2393346	-	1260	2653	1323	2462	3632	3844	3641
SAUSA300_RS12290	NC_007793.1	2393409	2393903	+	495	2398	1411	4180	1570	1462	1773
SAUSA300_RS12295	NC_007793.1	2393905	2394411	-	507	856	403	955	975	964	1116
SAUSA300_RS12300	NC_007793.1	2394442	2395446	-	1005	1805	905	2002	2101	1829	2269
SAUSA300_RS12305	NC_007793.1	2395616	2396221	-	606	1004	684	1405	762	629	746
SAUSA300_RS12310	NC_007793.1	2396222	2396893	-	672	1116	733	1497	809	648	751
SAUSA300_RS12315	NC_007793.1	2396907	2397689	-	783	1744	1100	2719	1253	977	1224
SAUSA300_RS12320	NC_007793.1	2397979	2398776	+	798	972	498	1286	9347	7719	9250
SAUSA300_RS12325	NC_007793.1	2398948	2399718	-	771	1257	748	1839	342	239	249
SAUSA300_RS12330	NC_007793.1	2399790	2400344	-	555	936	505	1087	228	135	156
SAUSA300_RS12335	NC_007793.1	2400465	2401406	-	942	529	294	541	287	202	214
SAUSA300_RS12340	NC_007793.1	2401805	2402713	-	909	5615	2964	4510	4153	3558	3876
SAUSA300_RS12345	NC_007793.1	2402927	2404081	-	1155	178	113	221	2127	2510	2048
SAUSA300_RS12350	NC_007793.1	2404298	2405203	-	906	77	76	155	115	82	113
SAUSA300_RS12355	NC_007793.1	2405463	2405765	+	303	7	6	6	24	16	10
SAUSA300_RS12360	NC_007793.1	2405779	2406189	+	411	17	10	20	43	30	23
SAUSA300_RS12365	NC_007793.1	2406186	2407901	+	1716	233	117	263	204	119	136
SAUSA300_RS12370	NC_007793.1	2407914	2408366	+	453	82	52	98	112	98	101
SAUSA300_RS12375	NC_007793.1	2408359	2409048	+	690	159	76	171	160	190	192
SAUSA300_RS12380	NC_007793.1	2409061	2409675	+	615	244	157	327	286	218	312
SAUSA300_RS12385	NC_007793.1	2409675	2410511	+	837	408	210	415	482	402	443
SAUSA300_RS12390	NC_007793.1	2410700	2411047	-	348	6034	3788	8750	2661	3132	2986
SAUSA300_RS12400	NC_007793.1	2411475	2411801	-	327	1804	1173	3316	1313	1099	1674
SAUSA300_RS12405	NC_007793.1	2411865	2412608	-	744	852	546	1250	478	333	557
SAUSA300_RS12410	NC_007793.1	2412634	2414589	-	1956	1142	689	1341	316	239	248
SAUSA300_RS12415	NC_007793.1	2415199	2416002	+	804	7567	4501	6974	423	414	344
SAUSA300_RS12420	NC_007793.1	2416019	2416261	-	243	2466	1654	4449	3252	3304	3460
SAUSA300_RS12425	NC_007793.1	2416435	2417835	-	1401	3199	1768	3363	664	660	618
SAUSA300_RS12430	NC_007793.1	2417930	2419012	-	1083	3024	1766	2670	374	402	262
SAUSA300_RS12435	NC_007793.1	2419260	2419682	+	423	452	280	593	342	263	260
SAUSA300_RS12440	NC_007793.1	2419919	2420419	+	501	612	326	520	80	47	45
SAUSA300_RS12450	NC_007793.1	2420781	2421734	+	954	2204	1502	4973	9536	9577	9634
SAUSA300_RS12455	NC_007793.1	2421826	2422950	-	1125	3533	1974	4431	1049	853	898
SAUSA300_RS12460	NC_007793.1	2423261	2424037	-	777	5004	2754	4637	905	687	822
SAUSA300_RS12465	NC_007793.1	2424059	2424292	-	234	888	491	651	144	114	160
SAUSA300_RS12470	NC_007793.1	2424520	2424993	-	474	2772	1638	3858	2326	3026	2331
SAUSA300_RS12475	NC_007793.1	2424993	2427947	-	2955	19955	10156	23866	10021	11322	9086
SAUSA300_RS12480	NC_007793.1	2428549	2429496	-	948	2149	1217	4332	1807	1707	1832
SAUSA300_RS12485	NC_007793.1	2429629	2430426	-	798	1730	844	3288	1138	1125	1200
SAUSA300_RS12490	NC_007793.1	2430811	2431503	+	693	1524	961	3440	3681	3261	4013
SAUSA300_RS12500	NC_007793.1	2432150	2432887	-	738	3276	1729	2824	187	115	146
SAUSA300_RS12505	NC_007793.1	2432936	2433265	+	330	92	63	68	25	10	7
SAUSA300_RS12510	NC_007793.1	2433710	2434582	+	873	4376	2483	5936	2997	2454	2735
SAUSA300_RS12515	NC_007793.1	2434969	2436348	-	1380	9900	5400	14404	4148	3804	4323
SAUSA300_RS12520	NC_007793.1	2436628	2436984	+	357	1281	774	2007	779	649	724
SAUSA300_RS12525	NC_007793.1	2436981	2437166	+	186	701	451	1485	468	373	437
SAUSA300_RS12530	NC_007793.1	2437262	2437453	-	192	278	154	426	247	240	258
SAUSA300_RS12535	NC_007793.1	2437464	2438099	-	636	794	509	1057	682	602	629
SAUSA300_RS12540	NC_007793.1	2438174	2439091	-	918	376	253	535	185	97	110
SAUSA300_RS12545	NC_007793.1	2439359	2439889	+	531	986	598	1533	155	137	103
SAUSA300_RS12550	NC_007793.1	2439955	2441559	-	1605	827	463	1103	2055	2068	1802
SAUSA300_RS12555	NC_007793.1	2441889	2442653	+	765	705	414	625	77	44	61
SAUSA300_RS12560	NC_007793.1	2442711	2443217	-	507	2148	1106	2297	3580	4117	3863
SAUSA300_RS12565	NC_007793.1	2443384	2444697	-	1314	1726	873	1779	421	306	311
SAUSA300_RS12570	NC_007793.1	2444922	2445491	-	570	191	114	264	314	237	278
SAUSA300_RS12575	NC_007793.1	2445978	2446859	-	882	1068	584	1454	6833	8008	6547
SAUSA300_RS12580	NC_007793.1	2446970	2448091	-	1122	474	304	821	1076	809	1191
SAUSA300_RS12585	NC_007793.1	2448368	2449606	-	1239	330	222	503	830	836	821
SAUSA300_RS12590	NC_007793.1	2449606	2451267	-	1662	160	124	364	670	607	627
SAUSA300_RS12595	NC_007793.1	2451427	2452311	+	885	196	140	465	163	108	100
SAUSA300_RS12600	NC_007793.1	2452433	2452852	+	420	84	44	86	60	35	25
SAUSA300_RS12605	NC_007793.1	2453108	2454043	-	936	1010	542	1759	1776	1952	1365
SAUSA300_RS12610	NC_007793.1	2454333	2455592	+	1260	4698	2531	4675	636	483	492
SAUSA300_RS12615	NC_007793.1	2455658	2456344	-	687	1230	638	1869	431	324	373
SAUSA300_RS12620	NC_007793.1	2456518	2457171	+	654	796	413	890	1727	1416	1509
SAUSA300_RS12630	NC_007793.1	2457407	2458426	-	1020	2638	1425	2963	469	395	418
SAUSA300_RS12635	NC_007793.1	2458456	2458782	-	327	935	499	1018	118	84	84
SAUSA300_RS15565	NC_007793.1	2458831	2459016	-	186	186	73	164	19	21	19
SAUSA300_RS12640	NC_007793.1	2459000	2460232	-	1233	1832	1018	2318	496	395	343
SAUSA300_RS12645	NC_007793.1	2460225	2461124	-	900	1025	512	926	134	85	65
SAUSA300_RS12650	NC_007793.1	2461355	2462002	-	648	960	511	1168	269	296	238
SAUSA300_RS12655	NC_007793.1	2462401	2463009	+	609	262	153	437	106	100	103
SAUSA300_RS12660	NC_007793.1	2463346	2464554	+	1209	6479	3367	8825	998	611	684
SAUSA300_RS12665	NC_007793.1	2464602	2465651	-	1050	4377	2508	5451	1734	1623	1494
SAUSA300_RS12670	NC_007793.1	2465682	2466629	-	948	2170	1242	2619	698	570	582
SAUSA300_RS12675	NC_007793.1	2466726	2467217	+	492	565	341	787	1109	873	1046
SAUSA300_RS12680	NC_007793.1	2467214	2467633	+	420	654	397	965	1353	1145	1262
SAUSA300_RS12685	NC_007793.1	2467741	2468661	-	921	1616	967	2580	1153	934	966
SAUSA300_RS12690	NC_007793.1	2468869	2469507	+	639	1661	1029	2192	516	463	452
SAUSA300_RS12695	NC_007793.1	2469753	2471684	-	1932	2298	1156	3511	376	298	317
SAUSA300_RS12700	NC_007793.1	2471697	2472344	-	648	854	468	1418	89	81	60
SAUSA300_RS12705	NC_007793.1	2472465	2473016	+	552	922	506	878	434	301	225
SAUSA300_RS12710	NC_007793.1	2473246	2474454	-	1209	1641	810	1849	564	388	388
SAUSA300_RS12715	NC_007793.1	2474564	2474692	-	129	23	9	19	4	4	5
SAUSA300_RS12720	NC_007793.1	2474723	2476105	-	1383	3656	1732	3067	500	414	380
SAUSA300_RS12730	NC_007793.1	2476345	2476800	-	456	2600	1599	3886	1406	1449	1431
SAUSA300_RS12735	NC_007793.1	2476995	2477963	+	969	2475	1541	3339	1368	1333	1263
SAUSA300_RS12745	NC_007793.1	2479034	2479699	-	666	282	157	567	79	51	66
SAUSA300_RS12750	NC_007793.1	2479699	2480754	-	1056	447	298	865	117	66	65
SAUSA300_RS12755	NC_007793.1	2480890	2481564	+	675	341	189	430	217	131	136
SAUSA300_RS12760	NC_007793.1	2481557	2482930	+	1374	1400	819	1913	927	801	810
SAUSA300_RS12765	NC_007793.1	2483093	2483536	+	444	653	489	1585	271	279	237
SAUSA300_RS12770	NC_007793.1	2483533	2483988	+	456	547	423	1005	370	240	242
SAUSA300_RS12775	NC_007793.1	2484054	2485532	-	1479	4073	2002	5287	5798	5384	5483
SAUSA300_RS12780	NC_007793.1	2485913	2487511	-	1599	18470	15863	57383	1175	875	2338
SAUSA300_RS12785	NC_007793.1	2487828	2489501	+	1674	3250	1903	5021	1770	1526	1553
SAUSA300_RS12790	NC_007793.1	2489654	2490283	-	630	1411	862	2524	1857	2228	1618
SAUSA300_RS12795	NC_007793.1	2490597	2491112	-	516	130	65	160	333	320	222
SAUSA300_RS12800	NC_007793.1	2491303	2492307	+	1005	1665	835	1806	3149	2547	2984
SAUSA300_RS12805	NC_007793.1	2492353	2492754	-	402	213	110	208	1410	1242	920
SAUSA300_RS12810	NC_007793.1	2492790	2493824	-	1035	599	266	516	3979	3493	3217
SAUSA300_RS12815	NC_007793.1	2493835	2493951	-	117	2	0	0	2	2	0
SAUSA300_RS12820	NC_007793.1	2494056	2494487	-	432	868	530	1495	387	318	366
SAUSA300_RS12830	NC_007793.1	2494694	2495971	-	1278	910	440	1428	146	65	124
SAUSA300_RS12835	NC_007793.1	2496132	2496755	+	624	1314	833	2242	478	337	456
SAUSA300_RS12840	NC_007793.1	2496801	2497745	+	945	2324	1407	3416	792	545	689
SAUSA300_RS12845	NC_007793.1	2497831	2499273	-	1443	2957	1893	5475	1239	1307	1189
SAUSA300_RS12850	NC_007793.1	2499456	2499839	+	384	1475	845	2203	1793	1620	1675
SAUSA300_RS12855	NC_007793.1	2501327	2503432	+	2106	2137	1202	2731	2619	2117	2468
SAUSA300_RS12860	NC_007793.1	2503503	2503925	+	423	921	580	2030	5983	6841	6182
SAUSA300_RS12865	NC_007793.1	2504190	2504546	+	357	1215	788	1341	132	87	82
SAUSA300_RS12870	NC_007793.1	2504950	2506227	-	1278	26036	14255	42078	990	842	1028
SAUSA300_RS12875	NC_007793.1	2506409	2506774	-	366	1353	708	1450	82	54	43
SAUSA300_RS12880	NC_007793.1	2507172	2507618	+	447	4063	2945	8100	2561	2654	2310
SAUSA300_RS12885	NC_007793.1	2507834	2508262	+	429	1324	892	2156	911	827	831
SAUSA300_RS12890	NC_007793.1	2508369	2509538	-	1170	1070	1212	5223	101	48	51
SAUSA300_RS12900	NC_007793.1	2510801	2511541	+	741	230	151	320	101	81	71
SAUSA300_RS12905	NC_007793.1	2511799	2512452	-	654	1605	850	2235	469	370	368
SAUSA300_RS12910	NC_007793.1	2512475	2513509	-	1035	2593	1435	3727	715	646	554
SAUSA300_RS12915	NC_007793.1	2513533	2513985	-	453	1180	696	1810	280	271	232
SAUSA300_RS12920	NC_007793.1	2514005	2514682	-	678	796	462	1351	215	141	146
SAUSA300_RS12925	NC_007793.1	2514675	2515250	-	576	79	36	212	25	25	12
SAUSA300_RS12930	NC_007793.1	2515243	2516802	-	1560	257	171	936	103	72	45
SAUSA300_RS12935	NC_007793.1	2516792	2520481	-	3690	5067	4331	15947	148	47	46
SAUSA300_RS12940	NC_007793.1	2520790	2521767	-	978	259	178	564	232	169	164
SAUSA300_RS12945	NC_007793.1	2521758	2522072	-	315	57	40	166	45	29	22
SAUSA300_RS12950	NC_007793.1	2522076	2524481	-	2406	609	709	4957	201	82	103
SAUSA300_RS12955	NC_007793.1	2524547	2525278	-	732	352	557	3722	48	6	20
SAUSA300_RS12960	NC_007793.1	2525508	2526044	-	537	419	237	450	331	218	234
SAUSA300_RS12965	NC_007793.1	2526277	2527101	-	825	3362	1715	4148	170	87	84
SAUSA300_RS12970	NC_007793.1	2527318	2527500	-	183	155	83	211	0	9	1
SAUSA300_RS12975	NC_007793.1	2527584	2528051	-	468	300	137	308	67	22	12
SAUSA300_RS12980	NC_007793.1	2528237	2529787	-	1551	1366	838	1567	4124	3033	3045
SAUSA300_RS12985	NC_007793.1	2530082	2530348	-	267	1218	778	2180	678	603	511
SAUSA300_RS12990	NC_007793.1	2530348	2530599	-	252	1153	771	1943	560	460	449
SAUSA300_RS12995	NC_007793.1	2530764	2530865	-	102	11	7	15	11	5	2
SAUSA300_RS13000	NC_007793.1	2530872	2531471	-	600	1344	647	1476	254	140	192
SAUSA300_RS13005	NC_007793.1	2531490	2531849	-	360	710	388	864	139	73	93
SAUSA300_RS13010	NC_007793.1	2532104	2533354	+	1251	801	470	1240	226	208	194
SAUSA300_RS13015	NC_007793.1	2533451	2534182	-	732	4963	3066	6177	17539	16282	18705
SAUSA300_RS13020	NC_007793.1	2534179	2534898	-	720	3316	1853	3735	9807	9194	10513
SAUSA300_RS13025	NC_007793.1	2534879	2535658	-	780	3303	1959	3630	8373	7790	8257
SAUSA300_RS13030	NC_007793.1	2535779	2537218	-	1440	3074	1414	3481	923	791	950
SAUSA300_RS13040	NC_007793.1	2537392	2537496	+	105	197	130	375	11261	10656	13426
SAUSA300_RS13045	NC_007793.1	2537650	2538336	-	687	3817	2641	10332	1458	1138	1437
SAUSA300_RS13050	NC_007793.1	2538663	2539529	-	867	639	384	756	559	476	479
SAUSA300_RS13055	NC_007793.1	2540082	2540186	-	105	33	20	51	17	17	14
SAUSA300_RS13060	NC_007793.1	2540281	2541591	+	1311	13040	8236	16404	3699	2956	3424
SAUSA300_RS13070	NC_007793.1	2542127	2543056	+	930	80	126	498	335	387	378
SAUSA300_RS13075	NC_007793.1	2543623	2544570	+	948	115	109	260	177	176	157
SAUSA300_RS13080	NC_007793.1	2544572	2545549	+	978	128	74	215	315	269	249
SAUSA300_RS13085	NC_007793.1	2545601	2546068	-	468	64	35	81	57	29	37
SAUSA300_RS13090	NC_007793.1	2546079	2546771	-	693	162	81	177	98	47	92
SAUSA300_RS13095	NC_007793.1	2546782	2547897	-	1116	193	66	196	131	82	56
SAUSA300_RS13100	NC_007793.1	2547875	2548882	-	1008	111	64	139	89	43	35
SAUSA300_RS13105	NC_007793.1	2548884	2550242	-	1359	86	29	73	80	17	6
SAUSA300_RS13110	NC_007793.1	2550220	2550906	-	687	29	15	38	37	13	18
SAUSA300_RS13115	NC_007793.1	2550960	2551127	-	168	4	3	7	5	4	2
SAUSA300_RS13125	NC_007793.1	2551358	2553091	-	1734	188	86	202	167	76	81
SAUSA300_RS13130	NC_007793.1	2553116	2554879	-	1764	90	35	97	89	30	25
SAUSA300_RS13140	NC_007793.1	2555507	2555614	-	108	1202	782	2365	1724	2138	2248
SAUSA300_RS13145	NC_007793.1	2555748	2556134	-	387	276	173	394	155	110	93
SAUSA300_RS13150	NC_007793.1	2556402	2557544	+	1143	2398	1333	3446	913	862	904
SAUSA300_RS13155	NC_007793.1	2557604	2558263	+	660	2498	1449	3843	1224	1169	1145
SAUSA300_RS13160	NC_007793.1	2558445	2559656	+	1212	4238	2360	6521	1246	957	1037
SAUSA300_RS13165	NC_007793.1	2559779	2560252	-	474	361	186	471	100	51	62
SAUSA300_RS13170	NC_007793.1	2560365	2561021	+	657	636	343	1090	5888	4468	4883
SAUSA300_RS13175	NC_007793.1	2561084	2561890	-	807	227	167	232	453	240	246
